medicament,statut,domaine,date_maj,date_debut,date_remise,url
"Ropinirole LP 2 mg, 4 mg et 8 mg comprimé pelliculé – [ropinirole (chlorhydrate de)]",Tension d'approvisionnement,Neurologie,2024-10-01,2024-09-25,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ropinirole-lp-2-mg-4-mg-et-8-mg-comprime-pellicule-ropinirole-chlorhydrate-de
"Ancotil 1 pour cent, solution pour perfusion – [Flucytosine]",Arrêt de commercialisation,"Dermatologie, Infectiologie",2024-09-18,2022-05-31,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ancotil-1-pour-cent-solution-pour-perfusion-flucytosine
"Atropine 0,5%, collyre – [atropine (sulfate)]",Tension d'approvisionnement,Ophtalmologie,2024-07-18,2024-06-28,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/atropine-0-5-collyre-atropine-sulfate
"Eldisine 5 mg, poudre pour solution injectable – [sulfate de vindésine]",Rupture de stock,"Hématologie, Oncologie/Radiothérapie",2024-06-19,2023-10-27,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/eldisine-5-mg-poudre-pour-solution-injectable-sulfate-de-vindesine
Malocide 50 mg comprimé pelliculé – [pyriméthamine],Rupture de stock,Infectiologie,2024-06-04,2023-10-27,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/malocide-50-mg-comprime-pellicule-pyrimethamine
"Cidermex, pommade ophtalmique – [néomycine (sulfate de), triamcinolone (acétonide de)]",Tension d'approvisionnement,Ophtalmologie,2024-05-24,2024-05-22,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/cidermex-pommade-ophtalmique-neomycine-sulfate-de-triamcinolone-acetonide-de
"Creon 35 000 U, gélule gastrorésistante|– [pancréatine]",Tension d'approvisionnement,Hépato-gastroentérologie,2024-03-20,2024-03-13,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/creon-35-000-u-gelule-gastroresistante-pancreatine
"Creon 5 000 U, granulés gastro-résistants|– [pancréatine]",Tension d'approvisionnement,Hépato-gastroentérologie,2024-03-12,2024-03-08,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/creon-5-000-u-granules-gastro-resistants-pancreatine
"Creon 10 000 U, gélule gastrorésistante|– [pancréatine]",Tension d'approvisionnement,Hépato-gastroentérologie,2024-01-11,2023-10-05,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/creon-10-000-u-gelule-gastroresistante-pancreatine
"Creon 25 000 U, gélule gastrorésistante|– [pancréatine]",Tension d'approvisionnement,Hépato-gastroentérologie,2024-01-11,2023-09-01,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/creon-25-000-u-gelule-gastroresistante-pancreatine
"Skiacol 0,5 pour cent, collyre|– [cyclopentolate (chlorhydrate de)]",Tension d'approvisionnement,Ophtalmologie,2023-11-07,2023-10-06,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/skiacol-0-5-pour-cent-collyre-cyclopentolate-chlorhydrate-de
"Acadione 250 mg, comprimé dragéifié|– [tiopronine]",Arrêt de commercialisation,Rhumatologie,2023-10-25,2017-06-01,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/acadione-250-mg-comprime-drageifie-tiopronine
"Spécialités à base de roxithromycine 150 mg, comprimé pelliculé|– [roxithromycine]",Tension d'approvisionnement,Infectiologie,2023-07-17,2022-11-23,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-de-roxithromycine-150-mg-comprime-pellicule-roxithromycine
"Kayexalate, poudre pour suspension orale et rectale|– [sodium (polystyrène sulfonate de)]",Tension d'approvisionnement,"Néphrologie, Urologie",2023-05-17,2023-04-10,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/kayexalate-poudre-pour-suspension-orale-et-rectale-sodium-polystyrene-sulfonate-de
Montélukast comprimé 5 mg et 10 mg|– [montélukast sodique],Tension d'approvisionnement,"Dermatologie, Endocrinologie, Infectiologie",2023-02-01,2022-06-24,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/montelukast-comprime-5-mg-et-10-mg-montelukast-sodique
"Alprostadil Intsel Chimos 0,5 mg/ml, solution injectable|– [Alprostadil]",Rupture de stock,Cardiologie,2022-11-23,2022-06-01,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/alprostadil-intsel-chimos-0-5-mg-ml-solution-injectable-alprostadil
"Alyostal venin de guêpe polistes 110 microgrammes et 550 microgrammes, poudre et solvant pour solution injectable |- [Guêpe Polistes (venin de)]",Rupture de stock,Immunologie,2022-11-04,2018-03-26,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/alyostal-venin-de-guepe-polistes-110-microgrammes-et-550-microgrammes-poudre-et-solvant-pour-solution-injectable-guepe-polistes-venin-de
"Actosolv 100 000 UI et 600 000 UI, poudre pour solution injectable / pour perfusion| - [Urokinase]",Rupture de stock,Cardiologie,2022-08-09,2021-11-30,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/actosolv-100-000-ui-et-600-000-ui-poudre-pour-solution-injectable-pour-perfusion-urokinase
"SEMAP 20 mg|, comprimé",Rupture de stock,Psychiatrie,2021-05-19,2013-06-14,,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/semap-20-mg-comprime
